	KeywordRepititions	FieldRepititions	NumCoAuthored	NumOfSharedReferences	NumofSharedReferencedBy	AffRepititions	ConfRepititions
367	0.0	0.0	1.0	26.0	5.0	1.0	10.0
368	1.0	1.0	1.0	0.0	0.0	8.0	21.0
369	1.0	1.0	1.0	24.0	107.0	0.0	6.0
370	1.0	1.0	1.0	24.0	107.0	0.0	6.0
371	1.0	1.0	4.0	97.0	126.0	474.0	660.0
372	1.0	1.0	1.0	1.0	12.0	2.0	10.0
373	1.0	1.0	1.0	0.0	0.0	1.0	5.0
374	1.0	1.0	1.0	8.0	31.0	54.0	75.0
375	1.0	1.0	2.0	41.0	175.0	16.0	36.0
376	1.0	1.0	1.0	24.0	29.0	0.0	1.0
377	1.0	1.0	1.0	0.0	0.0	8.0	33.0
378	1.0	1.0	1.0	15.0	2.0	1.0	2.0
379	1.0	1.0	1.0	0.0	1.0	1.0	1.0
380	1.0	1.0	1.0	24.0	29.0	0.0	1.0
381	1.0	1.0	1.0	17.0	39.0	21.0	24.0
382	1.0	1.0	1.0	11.0	269.0	6.0	6.0
383	1.0	1.0	3.0	28.0	317.0	24.0	24.0
384	0.0	0.0	1.0	31.0	0.0	15.0	17.0
385	1.0	1.0	1.0	6.0	8.0	0.0	10.0
386	1.0	1.0	1.0	12.0	1.0	2.0	2.0
387	1.0	1.0	1.0	54.0	12.0	0.0	18.0
388	1.0	1.0	1.0	24.0	29.0	0.0	1.0
389	1.0	1.0	1.0	0.0	0.0	2.0	60.0
390	1.0	1.0	1.0	22.0	98.0	42.0	77.0
391	1.0	1.0	1.0	7.0	12.0	1.0	2.0
392	1.0	1.0	1.0	7.0	12.0	1.0	2.0
393	1.0	1.0	1.0	48.0	74.0	14.0	21.0
394	1.0	1.0	3.0	12.0	3.0	0.0	322.0
395	1.0	1.0	1.0	2.0	0.0	2.0	2.0
396	1.0	1.0	1.0	5.0	0.0	10.0	14.0
397	1.0	1.0	1.0	24.0	29.0	0.0	1.0
398	1.0	1.0	1.0	3.0	0.0	2.0	2.0
399	1.0	1.0	5.0	219.0	542.0	96.0	112.0
400	1.0	1.0	2.0	83.0	314.0	0.0	21.0
401	1.0	1.0	1.0	7.0	12.0	2.0	4.0
402	1.0	1.0	1.0	0.0	0.0	1.0	1.0
403	1.0	1.0	1.0	61.0	92.0	4.0	11.0
404	1.0	1.0	1.0	62.0	94.0	12.0	29.0
405	1.0	1.0	1.0	41.0	83.0	1.0	1.0
406	1.0	1.0	1.0	7.0	12.0	1.0	2.0
407	0.0	0.0	1.0	0.0	0.0	1.0	1.0
408	1.0	1.0	1.0	0.0	0.0	0.0	3.0
409	0.0	0.0	1.0	0.0	0.0	1.0	1.0
410	0.0	0.0	1.0	26.0	5.0	0.0	1.0
411	1.0	1.0	1.0	41.0	83.0	0.0	1.0
412	0.0	0.0	1.0	0.0	0.0	1.0	1.0
413	0.0	0.0	1.0	26.0	5.0	1.0	1.0
414	1.0	1.0	1.0	26.0	227.0	9.0	114.0
415	0.0	0.0	1.0	37.0	406.0	0.0	14.0
416	0.0	0.0	1.0	0.0	0.0	1.0	1.0
417	0.0	0.0	1.0	0.0	0.0	1.0	1.0
418	1.0	1.0	1.0	0.0	0.0	2.0	3.0
419	1.0	1.0	1.0	0.0	0.0	2.0	3.0
420	1.0	1.0	1.0	26.0	415.0	1.0	4.0
421	1.0	1.0	1.0	26.0	415.0	1.0	4.0
422	1.0	1.0	2.0	0.0	0.0	2.0	6.0
423	1.0	1.0	1.0	0.0	0.0	1.0	2.0
424	1.0	1.0	1.0	96.0	35.0	0.0	36.0
425	1.0	1.0	1.0	0.0	0.0	1.0	2.0
426	0.0	0.0	1.0	0.0	0.0	4.0	8.0
427	1.0	1.0	1.0	45.0	165.0	5.0	12.0
428	1.0	1.0	1.0	44.0	86.0	2.0	4.0
429	1.0	1.0	1.0	0.0	0.0	1.0	2.0
430	0.0	0.0	1.0	0.0	0.0	5.0	5.0
431	1.0	1.0	1.0	0.0	0.0	0.0	3.0
432	1.0	1.0	1.0	0.0	0.0	1.0	2.0
433	1.0	1.0	1.0	21.0	48.0	2.0	4.0
434	1.0	1.0	1.0	41.0	150.0	0.0	9.0
435	0.0	0.0	1.0	1.0	9.0	0.0	2.0
436	1.0	1.0	1.0	21.0	48.0	2.0	6.0
437	0.0	0.0	1.0	136.0	2.0	7.0	9.0
438	0.0	0.0	1.0	136.0	2.0	7.0	9.0
439	1.0	1.0	1.0	43.0	38.0	3.0	6.0
440	1.0	1.0	1.0	0.0	0.0	28.0	264.0
441	1.0	1.0	1.0	18.0	200.0	3.0	6.0
442	1.0	1.0	1.0	24.0	101.0	35.0	55.0
443	0.0	0.0	1.0	21.0	98.0	7.0	11.0
444	1.0	1.0	1.0	0.0	0.0	0.0	1.0
445	1.0	1.0	1.0	120.0	87.0	0.0	576.0
446	1.0	1.0	2.0	41.0	181.0	5.0	15.0
447	1.0	1.0	1.0	44.0	86.0	1.0	4.0
448	1.0	1.0	1.0	0.0	0.0	0.0	1.0
449	1.0	1.0	1.0	0.0	0.0	4.0	4.0
450	1.0	1.0	1.0	0.0	0.0	2.0	2.0
451	1.0	1.0	1.0	0.0	0.0	2.0	2.0
452	1.0	1.0	1.0	0.0	0.0	2.0	10.0
453	1.0	1.0	2.0	84.0	316.0	0.0	48.0
454	1.0	1.0	1.0	0.0	0.0	2.0	2.0
455	1.0	1.0	1.0	0.0	0.0	2.0	2.0
456	1.0	1.0	2.0	15.0	18.0	3.0	12.0
457	1.0	1.0	1.0	11.0	55.0	1.0	1.0
458	1.0	1.0	1.0	47.0	75.0	0.0	736.0
459	1.0	1.0	1.0	0.0	0.0	4.0	5.0
460	1.0	1.0	1.0	28.0	35.0	0.0	16.0
461	0.0	0.0	1.0	17.0	0.0	0.0	9.0
462	0.0	0.0	1.0	19.0	2.0	0.0	3.0
463	0.0	0.0	1.0	37.0	406.0	0.0	7.0
464	1.0	1.0	1.0	23.0	13.0	13.0	21.0
465	1.0	1.0	1.0	17.0	34.0	2.0	2.0
466	0.0	0.0	1.0	16.0	33.0	0.0	3.0
467	1.0	1.0	1.0	17.0	34.0	2.0	2.0
468	1.0	1.0	1.0	17.0	5.0	2.0	3.0
469	0.0	0.0	1.0	0.0	12.0	2.0	2.0
470	0.0	0.0	1.0	19.0	2.0	2.0	3.0
471	0.0	0.0	1.0	0.0	6.0	1.0	2.0
472	2.0	2.0	1.0	28.0	3.0	10.0	66.0
473	0.0	0.0	2.0	17.0	40.0	41.0	69.0
474	1.0	1.0	1.0	46.0	69.0	0.0	5.0
475	1.0	1.0	1.0	83.0	132.0	56.0	99.0
476	1.0	1.0	3.0	39.0	0.0	43.0	99.0
477	0.0	0.0	1.0	0.0	0.0	18.0	23.0
478	1.0	1.0	6.0	193.0	338.0	122.0	231.0
479	1.0	1.0	1.0	70.0	101.0	33.0	66.0
480	1.0	1.0	15.0	294.0	382.0	362.0	594.0
481	1.0	1.0	4.0	165.0	163.0	155.0	297.0
482	1.0	1.0	2.0	99.0	223.0	46.0	66.0
483	1.0	1.0	4.0	112.0	120.0	115.0	165.0
484	1.0	1.0	1.0	70.0	101.0	23.0	33.0
485	1.0	1.0	2.0	68.0	74.0	63.0	114.0
486	1.0	1.0	4.0	101.0	157.0	78.0	136.0
487	1.0	1.0	1.0	26.0	415.0	1.0	1.0
488	0.0	0.0	1.0	0.0	0.0	10.0	44.0
489	1.0	1.0	1.0	5.0	30.0	0.0	20.0
490	1.0	1.0	2.0	165.0	352.0	33.0	76.0
491	1.0	1.0	1.0	11.0	109.0	9.0	30.0
492	1.0	1.0	1.0	23.0	65.0	27.0	30.0
493	1.0	1.0	5.0	53.0	69.0	240.0	304.0
494	1.0	1.0	3.0	34.0	198.0	3.0	18.0
495	1.0	1.0	1.0	18.0	93.0	6.0	9.0
496	1.0	2.0	1.0	18.0	93.0	3.0	3.0
497	1.0	1.0	3.0	34.0	197.0	0.0	9.0
498	1.0	2.0	1.0	18.0	93.0	0.0	3.0
499	1.0	2.0	1.0	18.0	93.0	0.0	3.0
500	1.0	2.0	1.0	18.0	93.0	0.0	3.0
501	0.0	0.0	1.0	18.0	1.0	0.0	3.0
502	1.0	1.0	2.0	73.0	33.0	66.0	380.0
503	1.0	1.0	3.0	52.0	138.0	4.0	15.0
504	0.0	0.0	1.0	0.0	0.0	0.0	2.0
505	1.0	1.0	1.0	23.0	13.0	8.0	12.0
506	0.0	0.0	1.0	0.0	0.0	5.0	23.0
507	1.0	1.0	1.0	65.0	564.0	12.0	16.0
508	1.0	1.0	2.0	53.0	81.0	60.0	76.0
509	0.0	0.0	1.0	0.0	1.0	1.0	4.0
510	1.0	1.0	1.0	23.0	13.0	2.0	3.0
511	1.0	1.0	1.0	23.0	65.0	9.0	10.0
512	1.0	1.0	1.0	23.0	13.0	2.0	3.0
513	0.0	0.0	1.0	97.0	20.0	1.0	1.0
514	1.0	1.0	1.0	76.0	73.0	60.0	76.0
515	1.0	1.0	1.0	38.0	138.0	1.0	1.0
516	1.0	1.0	1.0	0.0	0.0	0.0	1.0
517	1.0	1.0	1.0	31.0	27.0	0.0	9.0
518	1.0	1.0	1.0	30.0	25.0	0.0	1.0
519	1.0	1.0	1.0	30.0	25.0	0.0	1.0
520	0.0	0.0	1.0	9.0	70.0	0.0	3.0
521	0.0	0.0	1.0	12.0	63.0	2.0	3.0
522	0.0	0.0	1.0	0.0	0.0	1.0	1.0
523	1.0	1.0	2.0	86.0	55.0	6.0	8.0
524	1.0	1.0	2.0	67.0	29.0	8.0	80.0
525	0.0	0.0	1.0	23.0	22.0	3.0	4.0
526	1.0	1.0	5.0	161.0	263.0	120.0	304.0
527	1.0	1.0	1.0	48.0	116.0	18.0	40.0
528	1.0	1.0	1.0	43.0	57.0	1.0	10.0
529	0.0	0.0	1.0	6.0	267.0	4.0	4.0
530	1.0	1.0	1.0	8.0	3.0	1.0	2.0
531	1.0	1.0	1.0	8.0	3.0	1.0	2.0
532	1.0	2.0	1.0	2.0	6.0	2.0	2.0
533	1.0	1.0	3.0	110.0	263.0	0.0	60.0
534	1.0	1.0	1.0	43.0	57.0	0.0	10.0
535	0.0	0.0	1.0	6.0	0.0	1.0	4.0
536	1.0	1.0	4.0	93.0	99.0	0.0	25.0
537	0.0	0.0	1.0	8.0	0.0	2.0	6.0
538	1.0	1.0	1.0	45.0	128.0	4.0	30.0
539	1.0	1.0	1.0	5.0	15.0	1.0	1.0
540	1.0	1.0	1.0	5.0	15.0	1.0	1.0
541	1.0	1.0	1.0	7.0	3.0	1.0	1.0
542	0.0	1.0	1.0	0.0	0.0	1.0	16.0
543	1.0	1.0	1.0	0.0	0.0	14.0	132.0
544	1.0	1.0	2.0	18.0	63.0	6.0	6.0
545	1.0	1.0	1.0	7.0	3.0	1.0	1.0
546	1.0	1.0	1.0	7.0	3.0	1.0	1.0
547	1.0	1.0	1.0	27.0	114.0	0.0	10.0
548	0.0	0.0	1.0	19.0	27.0	1.0	1.0
549	0.0	0.0	1.0	0.0	1.0	1.0	1.0
550	1.0	1.0	1.0	27.0	114.0	4.0	10.0
551	0.0	0.0	4.0	12.0	25.0	9.0	49.0
552	1.0	1.0	1.0	7.0	10.0	1.0	1.0
553	1.0	1.0	1.0	7.0	10.0	1.0	1.0
554	1.0	1.0	1.0	7.0	12.0	1.0	1.0
555	0.0	0.0	1.0	0.0	0.0	1.0	1.0
556	1.0	1.0	1.0	18.0	63.0	3.0	3.0
557	1.0	1.0	1.0	49.0	13.0	0.0	5.0
558	1.0	1.0	1.0	0.0	0.0	2.0	2.0
559	1.0	1.0	1.0	0.0	0.0	1.0	1.0
560	1.0	1.0	1.0	0.0	0.0	1.0	5.0
561	1.0	1.0	1.0	8.0	3.0	1.0	2.0
562	1.0	1.0	1.0	7.0	12.0	2.0	2.0
563	1.0	1.0	2.0	86.0	34.0	4.0	10.0
564	1.0	1.0	1.0	37.0	37.0	9.0	10.0
565	1.0	1.0	4.0	99.0	84.0	27.0	44.0
566	1.0	1.0	1.0	7.0	12.0	0.0	1.0
567	1.0	1.0	1.0	47.0	26.0	3.0	15.0
568	1.0	1.0	1.0	0.0	0.0	1.0	4.0
569	1.0	1.0	1.0	0.0	0.0	1.0	3.0
570	1.0	1.0	1.0	0.0	0.0	1.0	1.0
571	1.0	1.0	1.0	0.0	0.0	1.0	2.0
572	1.0	1.0	1.0	37.0	21.0	3.0	5.0
573	1.0	1.0	3.0	0.0	1.0	0.0	56.0
574	0.0	0.0	1.0	0.0	0.0	1.0	3.0
575	0.0	0.0	1.0	19.0	27.0	1.0	1.0
576	1.0	1.0	2.0	86.0	34.0	4.0	10.0
577	1.0	1.0	1.0	7.0	3.0	1.0	1.0
578	0.0	0.0	1.0	19.0	27.0	1.0	1.0
579	0.0	0.0	1.0	19.0	27.0	1.0	1.0
580	2.0	2.0	3.0	53.0	28.0	27.0	39.0
581	1.0	1.0	1.0	5.0	2.0	12.0	58.0
582	1.0	1.0	1.0	18.0	51.0	1.0	3.0
583	1.0	1.0	1.0	40.0	25.0	1.0	5.0
584	1.0	1.0	2.0	72.0	57.0	4.0	10.0
585	1.0	1.0	2.0	77.0	46.0	4.0	10.0
586	1.0	1.0	1.0	11.0	29.0	8.0	8.0
587	0.0	0.0	3.0	0.0	2.0	0.0	48.0
588	0.0	0.0	1.0	0.0	12.0	2.0	2.0
589	1.0	1.0	1.0	11.0	15.0	3.0	3.0
590	1.0	1.0	1.0	7.0	2.0	3.0	6.0
591	1.0	1.0	1.0	7.0	2.0	3.0	6.0
592	0.0	0.0	1.0	0.0	6.0	0.0	2.0
593	1.0	1.0	1.0	5.0	2.0	1.0	2.0
594	0.0	0.0	1.0	0.0	0.0	1.0	1.0
595	0.0	0.0	1.0	0.0	0.0	1.0	1.0
596	1.0	1.0	1.0	0.0	0.0	1.0	1.0
597	1.0	1.0	1.0	0.0	0.0	1.0	1.0
598	1.0	1.0	1.0	0.0	0.0	1.0	1.0
599	1.0	1.0	1.0	85.0	261.0	0.0	520.0
600	1.0	2.0	1.0	2.0	6.0	1.0	1.0
601	1.0	1.0	1.0	8.0	3.0	1.0	2.0
602	1.0	1.0	1.0	30.0	26.0	1.0	2.0
603	1.0	2.0	1.0	2.0	6.0	1.0	1.0
604	1.0	1.0	1.0	2.0	3.0	1.0	1.0
605	1.0	1.0	1.0	2.0	3.0	1.0	1.0
606	1.0	1.0	1.0	52.0	145.0	2.0	52.0
607	1.0	1.0	1.0	45.0	130.0	2.0	3.0
608	1.0	1.0	1.0	24.0	29.0	0.0	1.0
609	1.0	1.0	1.0	24.0	29.0	0.0	1.0
610	1.0	1.0	1.0	24.0	29.0	0.0	1.0
611	0.0	0.0	1.0	17.0	28.0	1.0	1.0
612	1.0	1.0	1.0	18.0	63.0	6.0	6.0
613	1.0	1.0	1.0	18.0	63.0	3.0	3.0
614	1.0	1.0	1.0	3.0	0.0	6.0	6.0
615	1.0	1.0	1.0	5.0	2.0	0.0	2.0
616	1.0	1.0	1.0	21.0	48.0	2.0	6.0
617	1.0	1.0	1.0	30.0	26.0	1.0	1.0
618	1.0	1.0	1.0	0.0	2.0	1.0	1.0
619	1.0	1.0	1.0	60.0	181.0	0.0	390.0
620	1.0	1.0	1.0	21.0	81.0	1.0	1.0
621	1.0	1.0	1.0	0.0	3.0	1.0	1.0
622	1.0	1.0	1.0	21.0	48.0	1.0	1.0
623	1.0	1.0	1.0	5.0	2.0	0.0	2.0
624	1.0	1.0	1.0	18.0	63.0	3.0	3.0
625	1.0	1.0	2.0	18.0	63.0	9.0	9.0
626	0.0	0.0	1.0	4.0	2.0	0.0	1.0
627	1.0	1.0	1.0	71.0	56.0	11.0	12.0
628	1.0	1.0	2.0	18.0	63.0	6.0	6.0
629	1.0	1.0	1.0	0.0	6.0	1.0	1.0
630	1.0	1.0	1.0	0.0	0.0	1.0	1.0
631	1.0	1.0	1.0	41.0	55.0	1.0	4.0
632	1.0	1.0	4.0	198.0	416.0	17.0	426.0
633	1.0	1.0	1.0	41.0	55.0	0.0	8.0
634	1.0	1.0	1.0	41.0	55.0	0.0	3.0
635	0.0	0.0	2.0	0.0	0.0	4.0	4.0
636	1.0	1.0	1.0	41.0	55.0	7.0	24.0
637	0.0	0.0	1.0	0.0	13.0	0.0	2.0
638	1.0	1.0	1.0	35.0	22.0	3.0	6.0
639	1.0	1.0	1.0	29.0	22.0	1.0	2.0
640	0.0	0.0	1.0	37.0	55.0	2.0	2.0
641	0.0	0.0	2.0	0.0	0.0	10.0	10.0
642	1.0	1.0	1.0	41.0	55.0	1.0	3.0
643	1.0	1.0	1.0	41.0	55.0	0.0	1.0
644	1.0	1.0	1.0	11.0	3.0	0.0	32.0
645	1.0	1.0	2.0	18.0	63.0	6.0	6.0
646	1.0	1.0	1.0	41.0	55.0	0.0	1.0
647	1.0	2.0	1.0	2.0	6.0	1.0	1.0
648	1.0	1.0	1.0	15.0	32.0	0.0	1.0
649	1.0	1.0	1.0	0.0	0.0	1.0	1.0
650	1.0	1.0	1.0	0.0	0.0	1.0	1.0
651	1.0	1.0	1.0	21.0	13.0	6.0	7.0
652	0.0	0.0	1.0	55.0	73.0	3.0	5.0
653	1.0	1.0	1.0	20.0	93.0	30.0	35.0
654	1.0	1.0	1.0	21.0	13.0	6.0	7.0
655	1.0	1.0	1.0	4.0	1.0	0.0	2.0
656	1.0	1.0	1.0	15.0	32.0	0.0	1.0
657	1.0	1.0	1.0	4.0	1.0	1.0	1.0
658	0.0	0.0	1.0	0.0	0.0	1.0	1.0
659	1.0	1.0	1.0	20.0	24.0	2.0	3.0
660	1.0	1.0	1.0	16.0	43.0	13.0	48.0
661	0.0	0.0	1.0	0.0	0.0	0.0	1.0
662	1.0	1.0	1.0	20.0	23.0	1.0	1.0
663	0.0	0.0	1.0	0.0	0.0	0.0	1.0
664	0.0	0.0	1.0	0.0	0.0	0.0	4.0
665	1.0	1.0	1.0	16.0	39.0	0.0	4.0
666	1.0	1.0	1.0	70.0	111.0	3.0	6.0
667	1.0	1.0	37.0	680.0	1176.0	3989.0	5544.0
668	0.0	0.0	1.0	0.0	0.0	1.0	1.0
669	1.0	1.0	1.0	60.0	93.0	7.0	14.0
670	1.0	1.0	1.0	59.0	92.0	2.0	4.0
671	0.0	0.0	1.0	0.0	0.0	1.0	2.0
672	1.0	1.0	1.0	65.0	95.0	5.0	10.0
673	0.0	0.0	1.0	0.0	0.0	0.0	1.0
674	1.0	1.0	2.0	50.0	99.0	0.0	8.0
675	1.0	1.0	1.0	26.0	21.0	1.0	6.0
676	1.0	1.0	1.0	71.0	56.0	11.0	12.0
677	1.0	1.0	1.0	71.0	56.0	11.0	12.0
678	1.0	1.0	1.0	71.0	56.0	11.0	12.0
679	1.0	1.0	1.0	32.0	82.0	2.0	2.0
680	1.0	1.0	1.0	21.0	48.0	1.0	1.0
681	0.0	0.0	1.0	0.0	0.0	0.0	1.0
682	1.0	1.0	2.0	50.0	99.0	0.0	10.0
683	1.0	1.0	1.0	46.0	67.0	0.0	2.0
684	1.0	1.0	1.0	15.0	11.0	2.0	2.0
685	1.0	1.0	1.0	24.0	29.0	0.0	11.0
686	1.0	1.0	1.0	0.0	0.0	0.0	11.0
687	0.0	0.0	1.0	0.0	0.0	0.0	1.0
688	0.0	0.0	1.0	0.0	0.0	0.0	1.0
689	1.0	1.0	1.0	24.0	29.0	0.0	11.0
690	1.0	1.0	4.0	220.0	422.0	945.0	1349.0
691	1.0	1.0	1.0	0.0	0.0	0.0	11.0
692	1.0	1.0	1.0	24.0	29.0	0.0	11.0
693	1.0	1.0	1.0	20.0	11.0	2.0	2.0
694	1.0	1.0	1.0	0.0	0.0	0.0	11.0
695	1.0	1.0	1.0	0.0	0.0	0.0	11.0
696	1.0	1.0	1.0	0.0	0.0	0.0	11.0
697	1.0	1.0	1.0	36.0	109.0	5.0	5.0
698	1.0	1.0	1.0	0.0	0.0	0.0	11.0
699	1.0	1.0	3.0	0.0	0.0	1.0	378.0
700	1.0	1.0	1.0	24.0	29.0	0.0	11.0
701	1.0	1.0	1.0	4.0	30.0	0.0	8.0
702	1.0	1.0	1.0	10.0	0.0	0.0	11.0
703	1.0	1.0	1.0	0.0	0.0	0.0	11.0
704	1.0	1.0	1.0	26.0	21.0	3.0	6.0
705	1.0	1.0	1.0	24.0	29.0	11.0	11.0
706	1.0	1.0	30.0	1683.0	3166.0	3024.0	4118.0
707	1.0	1.0	1.0	31.0	84.0	1.0	1.0
708	0.0	0.0	1.0	15.0	8.0	2.0	2.0
709	1.0	1.0	2.0	36.0	34.0	18.0	40.0
710	1.0	1.0	1.0	31.0	84.0	1.0	1.0
711	1.0	1.0	1.0	0.0	0.0	2.0	3.0
712	1.0	1.0	1.0	74.0	153.0	38.0	57.0
713	1.0	1.0	1.0	31.0	84.0	1.0	1.0
714	1.0	1.0	1.0	0.0	2.0	3.0	3.0
715	1.0	1.0	1.0	0.0	2.0	3.0	3.0
716	1.0	1.0	1.0	22.0	247.0	7.0	284.0
717	1.0	1.0	1.0	31.0	84.0	1.0	1.0
718	1.0	1.0	1.0	1.0	7.0	1.0	1.0
719	1.0	1.0	1.0	22.0	247.0	6.0	213.0
720	1.0	1.0	1.0	0.0	1.0	0.0	6.0
721	0.0	0.0	1.0	0.0	6.0	1.0	1.0
722	0.0	0.0	1.0	0.0	6.0	1.0	1.0
723	1.0	1.0	1.0	0.0	0.0	0.0	1.0
724	1.0	1.0	19.0	786.0	2177.0	901.0	1349.0
725	1.0	1.0	1.0	19.0	236.0	5.0	71.0
726	1.0	1.0	1.0	0.0	0.0	1.0	1.0
727	1.0	1.0	1.0	0.0	0.0	0.0	1.0
728	1.0	1.0	1.0	29.0	85.0	2.0	2.0
729	0.0	0.0	1.0	0.0	0.0	0.0	70.0
730	1.0	1.0	2.0	129.0	628.0	4.0	6.0
731	1.0	1.0	2.0	29.0	171.0	4.0	8.0
